item_id,category_fa,item_name_fa,description_fa,available,base_price_toman,starting_price_toman,starting_price_irr,option_group_fa,option_type,option_choice_fa,option_price_delta_toman,option_price_toman,item_url,image_url,updated_at
81965658-b82b-4bf6-a235-4dc330c10fd9,لاته بار,ناتی لاته,ترکیب لاته با سیروپ فندوق,true,295000,295000,2950000,حالت,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/81965658-b82b-4bf6-a235-4dc330c10fd9/%D9%86%D8%A7%D8%AA%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032247_926993009.webp,2026-09-15T15:02:09.486Z
81965658-b82b-4bf6-a235-4dc330c10fd9,لاته بار,ناتی لاته,ترکیب لاته با سیروپ فندوق,true,295000,295000,2950000,حالت,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/81965658-b82b-4bf6-a235-4dc330c10fd9/%D9%86%D8%A7%D8%AA%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032247_926993009.webp,2026-09-15T15:02:09.486Z
971905a2-43b0-4e3f-afcf-070e3ec7281a,لاته بار,هانی لاته,ترکیب لاته و عسل,true,330000,330000,3300000,حالت,variant,صد عربیکا,30000,360000,https://bashoor.ir/menu/item/971905a2-43b0-4e3f-afcf-070e3ec7281a/%D9%87%D8%A7%D9%86%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032419_747725895.webp,2026-09-15T15:02:35.404Z
971905a2-43b0-4e3f-afcf-070e3ec7281a,لاته بار,هانی لاته,ترکیب لاته و عسل,true,330000,330000,3300000,حالت,variant,سی عربیکا,0,330000,https://bashoor.ir/menu/item/971905a2-43b0-4e3f-afcf-070e3ec7281a/%D9%87%D8%A7%D9%86%DB%8C-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032419_747725895.webp,2026-09-15T15:02:35.404Z
08b2806b-d9d3-4b35-8906-f52da9511135,لاته بار,وانیلا لاته,ترکیب لاته با سیروپ وانیل,true,295000,295000,2950000,حالت,variant,صد عربیکا,30000,325000,https://bashoor.ir/menu/item/08b2806b-d9d3-4b35-8906-f52da9511135/%D9%88%D8%A7%D9%86%DB%8C%D9%84%D8%A7-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032582_803769298.webp,2026-09-15T15:02:47.628Z
08b2806b-d9d3-4b35-8906-f52da9511135,لاته بار,وانیلا لاته,ترکیب لاته با سیروپ وانیل,true,295000,295000,2950000,حالت,variant,سی عربیکا,0,295000,https://bashoor.ir/menu/item/08b2806b-d9d3-4b35-8906-f52da9511135/%D9%88%D8%A7%D9%86%DB%8C%D9%84%D8%A7-%D9%84%D8%A7%D8%AA%D9%87,https://bashoor.ir/uploads/img_1786745032582_803769298.webp,2026-09-15T15:02:47.628Z
78383c18-5c43-46fe-85ab-55b30d5c580a,شکلات بار,کلاسیک چاکلت,شکلات داغ کلاسیک به همراه خامه,true,295000,295000,2950000,,,,,,https://bashoor.ir/menu/item/78383c18-5c43-46fe-85ab-55b30d5c580a/%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/uploads/img_1786745030621_394131352.webp,2026-08-26T16:38:32.271Z
f3ca1927-487a-4769-83f0-43d06e6c8dc2,شکلات بار,ناتی چاکلت,هات چاکلت به همراه فندوق و خامه,true,335000,335000,3350000,,,,,,https://bashoor.ir/menu/item/f3ca1927-487a-4769-83f0-43d06e6c8dc2/%D9%86%D8%A7%D8%AA%DB%8C-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/uploads/img_1786745030923_532781780.webp,2026-08-26T16:38:58.524Z
b9884b49-a460-458e-99ed-927f0ea7a1d6,شکلات بار,کوکو چاکلت,شکلات داغ به همراه شیرنارگیل,true,305000,305000,3050000,,,,,,https://bashoor.ir/menu/item/b9884b49-a460-458e-99ed-927f0ea7a1d6/%DA%A9%D9%88%DA%A9%D9%88-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/uploads/img_1786745030770_611177054.webp,2026-08-20T14:40:27.151Z
02c417d1-daea-4047-9a3e-9ac4d959d692,شکلات بار,بری چاکلت,شکلات داغ با طعم میوه های قرمز,true,345000,345000,3450000,,,,,,https://bashoor.ir/menu/item/02c417d1-daea-4047-9a3e-9ac4d959d692/%D8%A8%D8%B1%DB%8C-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/menu-assets/berry-hot-chocolate.webp,2026-08-27T10:18:12.948Z
e62336f3-0309-48d6-ac4e-072f7c22a029,شکلات بار,دوبی چاکلت,شکلات داغ به همراه کره پسته,true,435000,435000,4350000,,,,,,https://bashoor.ir/menu/item/e62336f3-0309-48d6-ac4e-072f7c22a029/%D8%AF%D9%88%D8%A8%DB%8C-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/menu-assets/dubai-hot-chocolate.webp,2026-08-20T14:58:05.915Z
71e768d0-fd79-4f3f-bfc5-af01e347ef08,شکلات بار,افتر اِیت,شکلات داغ به همراه نعناع,true,335000,335000,3350000,,,,,,https://bashoor.ir/menu/item/71e768d0-fd79-4f3f-bfc5-af01e347ef08/%D8%A7%D9%81%D8%AA%D8%B1-%D8%A7%DB%8C%D8%AA,https://bashoor.ir/uploads/img_1786745030434_968314011.webp,2026-08-26T16:49:13.423Z
bf8a3975-68be-4f03-adb6-92bf69cc34b0,شکلات بار,بیسکو چاکلت,شکلات داغ به همراه بیسکوئیت,true,365000,365000,3650000,,,,,,https://bashoor.ir/menu/item/bf8a3975-68be-4f03-adb6-92bf69cc34b0/%D8%A8%DB%8C%D8%B3%DA%A9%D9%88-%DA%86%D8%A7%DA%A9%D9%84%D8%AA,https://bashoor.ir/menu-assets/bisco-hot-chocolate.webp,2026-08-26T16:49:25.703Z
4a62e4d7-6190-4ad0-b7fb-ca1f38fcbea9,ماکتیل بار,لیموناد,لیمو و سودا به همراه یخ,true,235000,235000,2350000,,,,,,https://bashoor.ir/menu/item/4a62e4d7-6190-4ad0-b7fb-ca1f38fcbea9/%D9%84%DB%8C%D9%85%D9%88%D9%86%D8%A7%D8%AF,https://bashoor.ir/menu-assets/lemonade.webp,2026-08-26T16:24:35.128Z
33f82456-93ff-4830-aa94-727645c047ce,ماکتیل بار,موهیتو,لیمو ، نعنا به همراه شیرین کننده و یخ,true,275000,275000,2750000,,,,,,https://bashoor.ir/menu/item/33f82456-93ff-4830-aa94-727645c047ce/%D9%85%D9%88%D9%87%DB%8C%D8%AA%D9%88,https://bashoor.ir/menu-assets/mojito.webp,2026-08-26T16:24:44.966Z
96d3c071-4384-49f0-8d8a-84776855e9ae,ماکتیل بار,طلوع,پشن فروت ، آب پرتقال ، سودا و کلدبرو,true,415000,415000,4150000,,,,,,https://bashoor.ir/menu/item/96d3c071-4384-49f0-8d8a-84776855e9ae/%D8%B7%D9%84%D9%88%D8%B9,https://bashoor.ir/menu-assets/sunrise-mocktail.webp,2026-08-26T16:24:56.293Z
e2d17b68-8489-4021-b96e-9514807377fe,ماکتیل بار,خیار سکنجبین,خیارسکنجبین به همراه لیمو و تخم شربتی ، گلاب و یخ,true,335000,335000,3350000,,,,,,https://bashoor.ir/menu/item/e2d17b68-8489-4021-b96e-9514807377fe/%D8%AE%DB%8C%D8%A7%D8%B1-%D8%B3%DA%A9%D9%86%D8%AC%D8%A8%DB%8C%D9%86,https://bashoor.ir/menu-assets/cucumber-sekanjabin.webp,2026-08-26T16:25:09.173Z
f8d91bb9-cf62-46ea-81e9-1c1b7c2cedfd,ماکتیل بار,سَوِرثینگ,سیگنچر ترش باشور,true,435000,435000,4350000,,,,,,https://bashoor.ir/menu/item/f8d91bb9-cf62-46ea-81e9-1c1b7c2cedfd/%D8%B3%D9%88%D8%B1%D8%AB%DB%8C%D9%86%DA%AF,https://bashoor.ir/menu-assets/sour-thing.webp,2026-08-26T16:26:00.463Z
add2edbe-378c-4238-9ca0-4eae60559527,شیک بار,شیک بیسکوچیز,ترکیب بستنی و شیر به همراه بیسکوییت و پنیر,true,385000,385000,3850000,,,,,,https://bashoor.ir/menu/item/add2edbe-378c-4238-9ca0-4eae60559527/%D8%B4%DB%8C%DA%A9-%D8%A8%DB%8C%D8%B3%DA%A9%D9%88%DA%86%DB%8C%D8%B2,https://bashoor.ir/menu-assets/bisco-cheesecake-shake.webp,2026-08-26T16:34:54.124Z
84c83ca1-e6fd-45c5-93fd-166d865422c3,شیک بار,شیک قهوه,ترکیب بستنی و شیر و اسپرسو,true,445000,445000,4450000,حالت,variant,صد عربیکا,30000,475000,https://bashoor.ir/menu/item/84c83ca1-e6fd-45c5-93fd-166d865422c3/%D8%B4%DB%8C%DA%A9-%D9%82%D9%87%D9%88%D9%87,https://bashoor.ir/menu-assets/coffee-shake.webp,2026-09-15T11:47:39.374Z
84c83ca1-e6fd-45c5-93fd-166d865422c3,شیک بار,شیک قهوه,ترکیب بستنی و شیر و اسپرسو,true,445000,445000,4450000,حالت,variant,سی عربیکا,0,445000,https://bashoor.ir/menu/item/84c83ca1-e6fd-45c5-93fd-166d865422c3/%D8%B4%DB%8C%DA%A9-%D9%82%D9%87%D9%88%D9%87,https://bashoor.ir/menu-assets/coffee-shake.webp,2026-09-15T11:47:39.374Z
99d0ff84-8309-4094-963e-d92cf2a9bca1,شیک بار,شیک شکلات چیز,,true,385000,385000,3850000,,,,,,https://bashoor.ir/menu/item/99d0ff84-8309-4094-963e-d92cf2a9bca1/%D8%B4%DB%8C%DA%A9-%D8%B4%DA%A9%D9%84%D8%A7%D8%AA-%DA%86%DB%8C%D8%B2,https://bashoor.ir/menu-assets/chocolate-cheesecake-shake.webp,2026-08-26T16:32:09.849Z
3c9d59b5-97ca-484f-b1ee-14c40a82aff1,شیک بار,شیک شکلات موز,,true,365000,365000,3650000,,,,,,https://bashoor.ir/menu/item/3c9d59b5-97ca-484f-b1ee-14c40a82aff1/%D8%B4%DB%8C%DA%A9-%D8%B4%DA%A9%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B2,https://bashoor.ir/menu-assets/chocolate-banana-shake.webp,2026-08-20T19:25:20.243Z
52a88f09-c67c-4f84-aee4-2da106ca7eec,شیک بار,شیک پسته,,true,610000,610000,6100000,,,,,,https://bashoor.ir/menu/item/52a88f09-c67c-4f84-aee4-2da106ca7eec/%D8%B4%DB%8C%DA%A9-%D9%BE%D8%B3%D8%AA%D9%87,https://bashoor.ir/menu-assets/pistachio-shake.webp,2026-08-26T16:32:31.780Z
4bd12d5f-50d0-46c4-8086-fe959b82f997,شیک بار,شیک ارده خرما,,true,458000,458000,4580000,,,,,,https://bashoor.ir/menu/item/4bd12d5f-50d0-46c4-8086-fe959b82f997/%D8%B4%DB%8C%DA%A9-%D8%A7%D8%B1%D8%AF%D9%87-%D8%AE%D8%B1%D9%85%D8%A7,https://bashoor.ir/menu-assets/tahini-date-shake.webp,2026-08-26T16:32:52.767Z
f0b3021e-2fe0-42e9-93fb-db444b991b22,شیک بار,شیک ایرانی,ترکیب بستنی وانیل ، گلاب ، زعفران و پسته,true,568000,568000,5680000,,,,,,https://bashoor.ir/menu/item/f0b3021e-2fe0-42e9-93fb-db444b991b22/%D8%B4%DB%8C%DA%A9-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C,https://bashoor.ir/menu-assets/iranian-shake.webp,2026-08-26T16:33:02.195Z
6cce7a0e-96e5-456a-8478-25067e52c1a0,شیک بار,شیک کره بادام زمینی,ترکیب بستنی وانیل و شیر به همراه کره بادام زمینی,true,344000,344000,3440000,,,,,,https://bashoor.ir/menu/item/6cce7a0e-96e5-456a-8478-25067e52c1a0/%D8%B4%DB%8C%DA%A9-%DA%A9%D8%B1%D9%87-%D8%A8%D8%A7%D8%AF%D8%A7%D9%85-%D8%B2%D9%85%DB%8C%D9%86%DB%8C,https://bashoor.ir/menu-assets/peanut-butter-shake.webp,2026-08-26T16:33:14.928Z
c642fa7d-c9c4-4b58-bd21-f2bc3b01733e,شیک بار,شیک کارامل نمکی,,true,369000,369000,3690000,,,,,,https://bashoor.ir/menu/item/c642fa7d-c9c4-4b58-bd21-f2bc3b01733e/%D8%B4%DB%8C%DA%A9-%DA%A9%D8%A7%D8%B1%D8%A7%D9%85%D9%84-%D9%86%D9%85%DA%A9%DB%8C,https://bashoor.ir/menu-assets/salted-caramel-shake.webp,2026-08-26T16:33:33.272Z
12364219-dc61-4e15-ac63-723e56d53e86,شیک بار,شیک لیمو چیز,,true,375000,375000,3750000,,,,,,https://bashoor.ir/menu/item/12364219-dc61-4e15-ac63-723e56d53e86/%D8%B4%DB%8C%DA%A9-%D9%84%DB%8C%D9%85%D9%88-%DA%86%DB%8C%D8%B2,https://bashoor.ir/menu-assets/lemon-cheesecake-shake.webp,2026-08-26T16:33:42.696Z
1ae44061-3000-40e7-b353-735eb5b45afa,شیک بار,شیک لوتوس,,true,385000,385000,3850000,,,,,,https://bashoor.ir/menu/item/1ae44061-3000-40e7-b353-735eb5b45afa/%D8%B4%DB%8C%DA%A9-%D9%84%D9%88%D8%AA%D9%88%D8%B3,https://bashoor.ir/menu-assets/lotus-shake.webp,2026-08-26T16:33:48.532Z
a886a306-b648-4fb1-be7a-78b08ca41cd0,چای و دمنوش,چای کرک,چای کرک,true,280000,280000,2800000,,,,,,https://bashoor.ir/menu/item/a886a306-b648-4fb1-be7a-78b08ca41cd0/%DA%86%D8%A7%DB%8C-%DA%A9%D8%B1%DA%A9,,2026-08-27T15:12:36.581Z
8dacda5d-248c-4dea-b3fe-b441c2038326,چای و دمنوش,چای ماسالا,,true,280000,280000,2800000,,,,,,https://bashoor.ir/menu/item/8dacda5d-248c-4dea-b3fe-b441c2038326/%DA%86%D8%A7%DB%8C-%D9%85%D8%A7%D8%B3%D8%A7%D9%84%D8%A7,,2026-08-27T15:12:52.045Z
d00cfdfb-0980-49f2-9529-3352e72a0f78,چای و دمنوش,بری آیس تی,چای دم کرده تخصصی با طعم ترش به همراه یخ,true,285000,285000,2850000,,,,,,https://bashoor.ir/menu/item/d00cfdfb-0980-49f2-9529-3352e72a0f78/%D8%A8%D8%B1%DB%8C-%D8%A2%DB%8C%D8%B3-%D8%AA%DB%8C,,2026-08-26T17:10:00.007Z
ee67339b-f8e5-4b01-b450-d4963c5896f7,چای و دمنوش,دمنوش وصال,لمون گرس به همراه فلفل ، زنجبیل و نعنا ( قابلیت سرو بصورت سرد ),true,210000,210000,2100000,,,,,,https://bashoor.ir/menu/item/ee67339b-f8e5-4b01-b450-d4963c5896f7/%D8%AF%D9%85%D9%86%D9%88%D8%B4-%D9%88%D8%B5%D8%A7%D9%84,,2026-08-26T17:18:37.784Z
69dc2da7-b4da-4b26-8742-b7fc359ed98f,چای و دمنوش,دمنوش یاس,چای سبز به روش چینی به همراه شکوفه یاس طبیعی,true,195000,195000,1950000,,,,,,https://bashoor.ir/menu/item/69dc2da7-b4da-4b26-8742-b7fc359ed98f/%D8%AF%D9%85%D9%86%D9%88%D8%B4-%DB%8C%D8%A7%D8%B3,,2026-08-26T17:18:45.738Z
16c97af3-150b-41e5-a361-ab7d7dedb8b0,چای و دمنوش,دمنوش جانان,سیب ، وانیل ، شیرین بیان به همراه میخک ( قابلیت سرو بصورت سرد ),true,190000,190000,1900000,,,,,,https://bashoor.ir/menu/item/16c97af3-150b-41e5-a361-ab7d7dedb8b0/%D8%AF%D9%85%D9%86%D9%88%D8%B4-%D8%AC%D8%A7%D9%86%D8%A7%D9%86,,2026-08-26T17:16:55.061Z
d1ef6ee4-c39d-4bb7-b661-4a43fb999169,چای و دمنوش,دمنوش لیلی,ترکیب شکوفه پرتقال ، سیب ، لبو به همراه هلو و هویج ( قابلیت سرو بصورت سرد ),true,195000,195000,1950000,,,,,,https://bashoor.ir/menu/item/d1ef6ee4-c39d-4bb7-b661-4a43fb999169/%D8%AF%D9%85%D9%86%D9%88%D8%B4-%D9%84%DB%8C%D9%84%DB%8C,,2026-08-26T17:18:54.498Z
15747f77-a92b-4bf6-b810-2ed4d9ee6674,چای و دمنوش,دمنوش سیناپل,ترکیب کلاسیک سیب و دارچین,true,190000,190000,1900000,,,,,,https://bashoor.ir/menu/item/15747f77-a92b-4bf6-b810-2ed4d9ee6674/%D8%AF%D9%85%D9%86%D9%88%D8%B4-%D8%B3%DB%8C%D9%86%D8%A7%D9%BE%D9%84,,2026-08-26T17:21:01.817Z
08e8e171-117b-4ad7-a903-04cd67d4c5d9,چای و دمنوش,چای سیاه,چای سیاه به همراه ساید,true,170000,170000,1700000,,,,,,https://bashoor.ir/menu/item/08e8e171-117b-4ad7-a903-04cd67d4c5d9/%DA%86%D8%A7%DB%8C-%D8%B3%DB%8C%D8%A7%D9%87,,2026-08-26T17:23:11.591Z
142b349e-b6cf-4055-8e4e-ba69c3ab0fe5,بیکری,تارت میوه ای,تارت با میوه های تازه فصل,true,365000,365000,3650000,,,,,,https://bashoor.ir/menu/item/142b349e-b6cf-4055-8e4e-ba69c3ab0fe5/%D8%AA%D8%A7%D8%B1%D8%AA-%D9%85%DB%8C%D9%88%D9%87-%D8%A7%DB%8C,https://bashoor.ir/menu-assets/fruit-tart.webp,2026-09-18T13:43:40.410Z
ea3d45df-2af8-4392-95e1-e3582178d6fd,بیکری,هویج گردو,,true,290000,290000,2900000,,,,,,https://bashoor.ir/menu/item/ea3d45df-2af8-4392-95e1-e3582178d6fd/%D9%87%D9%88%DB%8C%D8%AC-%DA%AF%D8%B1%D8%AF%D9%88,https://bashoor.ir/menu-assets/carrot-walnut-cake.webp,2026-09-18T13:44:46.760Z
3e29475f-32f2-4df1-8b8e-df90d4004e0f,بیکری,سن سباستین رژیمی,,true,375000,375000,3750000,,,,,,https://bashoor.ir/menu/item/3e29475f-32f2-4df1-8b8e-df90d4004e0f/%D8%B3%D9%86-%D8%B3%D8%A8%D8%A7%D8%B3%D8%AA%DB%8C%D9%86-%D8%B1%DA%98%DB%8C%D9%85%DB%8C,https://bashoor.ir/menu-assets/san-sebastian.webp,2026-09-18T13:45:12.254Z
0d2e5859-46f2-4d8f-a424-c419400a9267,بیکری,سن سباستین پسته,,true,420000,420000,4200000,,,,,,https://bashoor.ir/menu/item/0d2e5859-46f2-4d8f-a424-c419400a9267/%D8%B3%D9%86-%D8%B3%D8%A8%D8%A7%D8%B3%D8%AA%DB%8C%D9%86-%D9%BE%D8%B3%D8%AA%D9%87,,2026-09-18T13:45:30.517Z
9dada709-b888-4f18-9d71-4fcbbe865446,بیکری,جار کیک تیرامیسو,تیرامیسو تازه و با کیفیت,true,340000,340000,3400000,,,,,,https://bashoor.ir/menu/item/9dada709-b888-4f18-9d71-4fcbbe865446/%D8%AC%D8%A7%D8%B1-%DA%A9%DB%8C%DA%A9-%D8%AA%DB%8C%D8%B1%D8%A7%D9%85%DB%8C%D8%B3%D9%88,,2026-09-18T13:57:08.752Z
6a2194f6-4ebd-480b-85da-49270d63b30c,بیکری,جار کیک ردولوت,,true,310000,310000,3100000,,,,,,https://bashoor.ir/menu/item/6a2194f6-4ebd-480b-85da-49270d63b30c/%D8%AC%D8%A7%D8%B1-%DA%A9%DB%8C%DA%A9-%D8%B1%D8%AF%D9%88%D9%84%D9%88%D8%AA,,2026-09-18T13:57:24.013Z
00a9e59a-c5d7-4469-87a0-e7b851fac47c,بیکری,کیک براونی نوتلا آمریکایی,,true,435000,435000,4350000,,,,,,https://bashoor.ir/menu/item/00a9e59a-c5d7-4469-87a0-e7b851fac47c/%DA%A9%DB%8C%DA%A9-%D8%A8%D8%B1%D8%A7%D9%88%D9%86%DB%8C-%D9%86%D9%88%D8%AA%D9%84%D8%A7-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%DB%8C%DB%8C,,2026-09-18T13:57:46.009Z
5114e60f-1483-4b53-8800-19e4b6cad342,بیکری,کیک باقلوا,کیک باقلوا تازه,true,340000,340000,3400000,,,,,,https://bashoor.ir/menu/item/5114e60f-1483-4b53-8800-19e4b6cad342/%DA%A9%DB%8C%DA%A9-%D8%A8%D8%A7%D9%82%D9%84%D9%88%D8%A7,https://bashoor.ir/menu-assets/baklava-cake.webp,2026-09-18T13:58:11.779Z
c65587a8-e6af-4242-bc3c-65a3ab9b5903,بیکری,کیک مگنوم,,true,350000,350000,3500000,,,,,,https://bashoor.ir/menu/item/c65587a8-e6af-4242-bc3c-65a3ab9b5903/%DA%A9%DB%8C%DA%A9-%D9%85%DA%AF%D9%86%D9%88%D9%85,,2026-09-18T14:10:04.768Z
a21b6220-8435-4a14-885f-6982aadb919a,بیکری,کیک کارامل نمکی,کیک کارامل نمکی با نمک دریا,true,440000,440000,4400000,,,,,,https://bashoor.ir/menu/item/a21b6220-8435-4a14-885f-6982aadb919a/%DA%A9%DB%8C%DA%A9-%DA%A9%D8%A7%D8%B1%D8%A7%D9%85%D9%84-%D9%86%D9%85%DA%A9%DB%8C,,2026-09-18T14:19:59.576Z
47cfd5a8-f4ca-43e2-850d-066e61b7c65d,بیکری,کوکی ردولوت,,true,125000,125000,1250000,,,,,,https://bashoor.ir/menu/item/47cfd5a8-f4ca-43e2-850d-066e61b7c65d/%DA%A9%D9%88%DA%A9%DB%8C-%D8%B1%D8%AF%D9%88%D9%84%D9%88%D8%AA,,2026-09-18T14:23:29.146Z
21f3a8f6-caba-4337-936e-653bf0fe4750,بیکری,کوکی شکلاتی,کوکی تازه شکلات گردو,true,110000,110000,1100000,,,,,,https://bashoor.ir/menu/item/21f3a8f6-caba-4337-936e-653bf0fe4750/%DA%A9%D9%88%DA%A9%DB%8C-%D8%B4%DA%A9%D9%84%D8%A7%D8%AA%DB%8C,https://bashoor.ir/menu-assets/chocolate-walnut-cookie.webp,2026-09-18T14:23:40.404Z
d0881717-b3e3-4966-883c-fae182e832bd,بیکری,کوکی نیویورکی,کوکی تازه نیویورکی کره گردو,true,110000,110000,1100000,,,,,,https://bashoor.ir/menu/item/d0881717-b3e3-4966-883c-fae182e832bd/%DA%A9%D9%88%DA%A9%DB%8C-%D9%86%DB%8C%D9%88%DB%8C%D9%88%D8%B1%DA%A9%DB%8C,https://bashoor.ir/menu-assets/healthy-cookie.webp,2026-09-18T14:25:43.552Z
6499d378-e4da-45bf-b7c9-0ca3959cfca3,بیکری,بچه کوکی,,true,15000,15000,150000,,,,,,https://bashoor.ir/menu/item/6499d378-e4da-45bf-b7c9-0ca3959cfca3/%D8%A8%DA%86%D9%87-%DA%A9%D9%88%DA%A9%DB%8C,https://bashoor.ir/menu-assets/baby-cookie.webp,2026-09-18T14:04:49.305Z
2fdeccd0-f385-41f8-ba13-4a355ba1fd48,بیکری,بیسکاتی,,true,20000,20000,200000,,,,,,https://bashoor.ir/menu/item/2fdeccd0-f385-41f8-ba13-4a355ba1fd48/%D8%A8%DB%8C%D8%B3%DA%A9%D8%A7%D8%AA%DB%8C,https://bashoor.ir/menu-assets/biscotti.webp,2026-09-18T14:05:11.505Z
9dacd2a1-abd3-41ee-9334-393519a442b8,غذا,کلاب باربیکیو,سوسیس باربیکیو + سس پستو و قارچ,true,385000,385000,3850000,,,,,,https://bashoor.ir/menu/item/9dacd2a1-abd3-41ee-9334-393519a442b8/%DA%A9%D9%84%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B1%D8%A8%DB%8C%DA%A9%DB%8C%D9%88,,2026-09-20T20:08:04.568Z
968285c6-66b6-412f-a8d5-5be90086a1e6,غذا,پاستا آلفردو,۱۰۰ گرم سینه مرغ ، به همراه ۱۵۰ گرم پنه ، سس آلفردو,true,685000,685000,6850000,,,,,,https://bashoor.ir/menu/item/968285c6-66b6-412f-a8d5-5be90086a1e6/%D9%BE%D8%A7%D8%B3%D8%AA%D8%A7-%D8%A2%D9%84%D9%81%D8%B1%D8%AF%D9%88,,2026-09-20T13:47:45.891Z
